quote,book title,author
A carefree and stress-free life sounds wonderful only until you recognize the motivation and progress it prevents.,Same as Ever: A Guide to What Never Changes,Morgan Housel
"The idea of “complex to make, simple to break” is everywhere.",Same as Ever: A Guide to What Never Changes,Morgan Housel
people always underestimate the odds of big risks.,Same as Ever: A Guide to What Never Changes,Morgan Housel
A big thing to know about how people think is that progress requires optimism and pessimism to coexist.,Same as Ever: A Guide to What Never Changes,Morgan Housel
"“a man by applying himself, by using the talents he has, by acquiring the necessary skills, can rise from lower to higher status, and that his family can rise with him,”",Same as Ever: A Guide to What Never Changes,Morgan Housel
"In the middle is the sweet spot, what I call the rational optimists: those who acknowledge that history is a constant chain of problems and disappointments and setbacks, but who remain optimistic because they know setbacks don’t prevent eventual progress.",Same as Ever: A Guide to What Never Changes,Morgan Housel
"So species rarely evolve to become perfect at anything, because perfecting one skill comes at the expense of another skill that will eventually be critical to survival.",Same as Ever: A Guide to What Never Changes,Morgan Housel
"If my work isn’t going well, I lie down in the middle of a workday and gaze at the ceiling while I listen and visualize what goes on in my imagination.",Same as Ever: A Guide to What Never Changes,Morgan Housel
walking increases creativity by 60 percent.,Same as Ever: A Guide to What Never Changes,Morgan Housel
"If you’re honest with yourself, you’ll see that a little inefficiency is the ideal spot to be in.",Same as Ever: A Guide to What Never Changes,Morgan Housel
"The more precise you try to be, the less time you have to focus on big-picture rules that are probably more important.",Same as Ever: A Guide to What Never Changes,Morgan Housel
Everything worth pursuing comes with a little pain. The trick is not minding that it hurts.,Same as Ever: A Guide to What Never Changes,Morgan Housel
"This is one of the most useful life skills—enduring the pain when necessary rather than assuming there’s a hack, or a shortcut, around it.",Same as Ever: A Guide to What Never Changes,Morgan Housel
But he never mentioned the most effective social media trick: write good stuff that people want to read. That’s because writing good stuff isn’t a,Same as Ever: A Guide to What Never Changes,Morgan Housel
But he never mentioned the most effective social media trick: write good stuff that people want to read. That’s because writing good stuff isn’t a hack. It’s hard. It takes time and creativity.,Same as Ever: A Guide to What Never Changes,Morgan Housel
Everything comes with pieces that you don’t like.,Same as Ever: A Guide to What Never Changes,Morgan Housel
Every job comes with pieces you don’t like. And we need to say: That’s part of it.,Same as Ever: A Guide to What Never Changes,Morgan Housel
"“Where there’s pain there’s profit,” he often reminds people. There’s an optimal level of hassle to accept, even embrace.",Same as Ever: A Guide to What Never Changes,Morgan Housel
almost 40 percent of all public companies lost all their value from 1980 to 2014.,Same as Ever: A Guide to What Never Changes,Morgan Housel
people often work hard to gain a competitive advantage for the intended purpose of not having to work so hard at some point in the future.,Same as Ever: A Guide to What Never Changes,Morgan Housel
"one-trick pony is common, because people",Same as Ever: A Guide to What Never Changes,Morgan Housel
"skill that’s valuable in one era may not extend to the next. You can work as hard and be as paranoid as you’ve always been, but if the world no longer values your skill, it’s a loss.",Same as Ever: A Guide to What Never Changes,Morgan Housel
No competitive advantage is so powerful that it can let you rest on your laurels—and in fact the ones that appear to do so tend to seed their own demise.,Same as Ever: A Guide to What Never Changes,Morgan Housel
"Fisher’s Fundamental Theorem of Natural Selection. It’s the idea that variance equals strength, because the more diverse a population is, the more chances it has to come up with new traits that can be selected for.",Same as Ever: A Guide to What Never Changes,Morgan Housel
